t=,33776, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.071, ca=,0.0173, cr=,0.0140,  0.350139, 
t=,67553, actvstrat=,mBuy=,-0.076, mSel=,+0.042, b=,0.051, m=,0.100, ca=,0.0218, cr=,0.0154,  0.482075, 
t=,101331, actvstrat=,mBuy=,-0.083, mSel=,+0.072, b=,0.063, m=,0.082, ca=,0.0257, cr=,0.0176,  0.543852, 
t=,135107, actvstrat=,mBuy=,-0.084, mSel=,+0.026, b=,0.093, m=,0.045, ca=,0.0262, cr=,0.0123,  0.585258, 
t=,168884, actvstrat=,mBuy=,-0.068, mSel=,+0.006, b=,0.123, m=,0.054, ca=,0.0248, cr=,0.0173,  0.604921, 
t=,202660, actvstrat=,mBuy=,-0.059, mSel=,+0.000, b=,0.132, m=,0.061, ca=,0.0293, cr=,0.0196,  0.650338, 
t=,236438, actvstrat=,mBuy=,-0.066, mSel=,+0.034, b=,0.117, m=,0.076, ca=,0.0274, cr=,0.0201,  0.652237, 
t=,270214, actvstrat=,mBuy=,-0.096, mSel=,+0.039, b=,0.131, m=,0.069, ca=,0.0252, cr=,0.0246,  0.630339, 
t=,303991, actvstrat=,mBuy=,-0.064, mSel=,+0.015, b=,0.173, m=,0.029, ca=,0.0292, cr=,0.0272,  0.718757, 
t=,337768, actvstrat=,mBuy=,-0.079, mSel=,+0.018, b=,0.204, m=,0.027, ca=,0.0261, cr=,0.0311,  0.738653, 
t=,371545, actvstrat=,mBuy=,-0.042, mSel=,+0.023, b=,0.245, m=,0.034, ca=,0.0258, cr=,0.0318,  0.788002, 
t=,405322, actvstrat=,mBuy=,-0.042, mSel=,+0.023, b=,0.245, m=,0.034, ca=,0.0258, cr=,0.0318,  0.799459, 
t=,439098, actvstrat=,mBuy=,-0.011, mSel=,+0.041, b=,0.213, m=,0.011, ca=,0.0207, cr=,0.0358,  0.783965, 
t=,472875, actvstrat=,mBuy=,+0.000, mSel=,+0.028, b=,0.229, m=,0.000, ca=,0.0218, cr=,0.0372,  0.797219, 
