t=,40493, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.006, ca=,0.0181, cr=,0.0203,  0.405185, 
t=,80985, actvstrat=,mBuy=,-0.022, mSel=,+0.065, b=,0.036, m=,0.000, ca=,0.0225, cr=,0.0200,  0.515840, 
t=,121478, actvstrat=,mBuy=,-0.027, mSel=,+0.098, b=,0.056, m=,0.001, ca=,0.0215, cr=,0.0208,  0.569050, 
t=,161971, actvstrat=,mBuy=,-0.027, mSel=,+0.064, b=,0.062, m=,0.013, ca=,0.0226, cr=,0.0200,  0.630887, 
t=,202465, actvstrat=,mBuy=,-0.046, mSel=,+0.101, b=,0.077, m=,0.010, ca=,0.0197, cr=,0.0257,  0.687703, 
t=,242957, actvstrat=,mBuy=,-0.067, mSel=,+0.106, b=,0.080, m=,0.035, ca=,0.0192, cr=,0.0251,  0.670462, 
t=,283450, actvstrat=,mBuy=,-0.065, mSel=,+0.062, b=,0.087, m=,0.060, ca=,0.0175, cr=,0.0301,  0.653477, 
t=,323943, actvstrat=,mBuy=,-0.033, mSel=,+0.045, b=,0.136, m=,0.027, ca=,0.0144, cr=,0.0247,  0.731037, 
t=,364435, actvstrat=,mBuy=,+0.000, mSel=,+0.070, b=,0.167, m=,0.000, ca=,0.0161, cr=,0.0262,  0.820411, 
t=,404928, actvstrat=,mBuy=,-0.013, mSel=,+0.087, b=,0.213, m=,0.014, ca=,0.0124, cr=,0.0264,  0.867989, 
t=,445420, actvstrat=,mBuy=,-0.013, mSel=,+0.087, b=,0.213, m=,0.014, ca=,0.0124, cr=,0.0264,  0.859979, 
t=,485914, actvstrat=,mBuy=,-0.020, mSel=,+0.098, b=,0.225, m=,0.015, ca=,0.0143, cr=,0.0226,  0.879520, 
t=,526407, actvstrat=,mBuy=,-0.026, mSel=,+0.086, b=,0.249, m=,0.001, ca=,0.0146, cr=,0.0247,  0.864533, 
t=,566899, actvstrat=,mBuy=,-0.026, mSel=,+0.086, b=,0.249, m=,0.001, ca=,0.0146, cr=,0.0247,  0.952668, 
t=,607392, actvstrat=,mBuy=,-0.056, mSel=,+0.109, b=,0.271, m=,0.000, ca=,0.0152, cr=,0.0230,  0.940911, 
t=,647884, actvstrat=,mBuy=,-0.085, mSel=,+0.051, b=,0.301, m=,0.001, ca=,0.0146, cr=,0.0220,  0.986142, 
t=,688377, actvstrat=,mBuy=,-0.095, mSel=,+0.076, b=,0.273, m=,0.000, ca=,0.0104, cr=,0.0187,  0.988168, 
t=,728870, actvstrat=,mBuy=,-0.092, mSel=,+0.066, b=,0.282, m=,0.008, ca=,0.0103, cr=,0.0185,  0.943505, 
t=,769363, actvstrat=,mBuy=,-0.092, mSel=,+0.066, b=,0.282, m=,0.008, ca=,0.0103, cr=,0.0185,  0.990343, 
t=,809856, actvstrat=,mBuy=,-0.092, mSel=,+0.066, b=,0.282, m=,0.008, ca=,0.0103, cr=,0.0185,  0.922630, 
t=,850348, actvstrat=,mBuy=,-0.092, mSel=,+0.066, b=,0.282, m=,0.008, ca=,0.0103, cr=,0.0185,  0.947912, 
t=,890841, actvstrat=,mBuy=,-0.110, mSel=,+0.083, b=,0.280, m=,0.000, ca=,0.0103, cr=,0.0185,  0.945944, 
t=,931333, actvstrat=,mBuy=,-0.148, mSel=,+0.104, b=,0.324, m=,0.024, ca=,0.0103, cr=,0.0200,  0.926408, 
t=,971825, actvstrat=,mBuy=,-0.148, mSel=,+0.104, b=,0.324, m=,0.024, ca=,0.0103, cr=,0.0200,  0.945059, 
t=,1012319, actvstrat=,mBuy=,-0.148, mSel=,+0.104, b=,0.324, m=,0.024, ca=,0.0103, cr=,0.0200,  0.932361, 
t=,1052812, actvstrat=,mBuy=,-0.148, mSel=,+0.104, b=,0.324, m=,0.024, ca=,0.0103, cr=,0.0200,  0.988254, 
t=,1093306, actvstrat=,mBuy=,-0.178, mSel=,+0.106, b=,0.303, m=,0.014, ca=,0.0067, cr=,0.0194,  0.923684, 
t=,1133799, actvstrat=,mBuy=,-0.187, mSel=,+0.129, b=,0.301, m=,0.000, ca=,0.0058, cr=,0.0213,  0.947718, 
t=,1174291, actvstrat=,mBuy=,-0.187, mSel=,+0.129, b=,0.301, m=,0.000, ca=,0.0058, cr=,0.0213,  0.984885, 
t=,1214784, actvstrat=,mBuy=,-0.164, mSel=,+0.116, b=,0.284, m=,0.007, ca=,0.0067, cr=,0.0210,  0.910416, 
t=,1255276, actvstrat=,mBuy=,-0.218, mSel=,+0.112, b=,0.255, m=,0.000, ca=,0.0097, cr=,0.0196,  0.924599, 
t=,1295769, actvstrat=,mBuy=,-0.218, mSel=,+0.112, b=,0.255, m=,0.000, ca=,0.0097, cr=,0.0196,  0.870369, 
t=,1336262, actvstrat=,mBuy=,-0.229, mSel=,+0.130, b=,0.241, m=,0.005, ca=,0.0117, cr=,0.0223,  0.910138, 
t=,1376754, actvstrat=,mBuy=,-0.185, mSel=,+0.124, b=,0.254, m=,0.000, ca=,0.0089, cr=,0.0177,  0.884656, 
t=,1417247, actvstrat=,mBuy=,-0.183, mSel=,+0.133, b=,0.274, m=,0.025, ca=,0.0082, cr=,0.0178,  0.927829, 
t=,1457740, actvstrat=,mBuy=,-0.165, mSel=,+0.145, b=,0.336, m=,0.004, ca=,0.0037, cr=,0.0146,  0.969813, 
t=,1498232, actvstrat=,mBuy=,-0.181, mSel=,+0.147, b=,0.356, m=,0.000, ca=,0.0034, cr=,0.0090,  0.980048, 
t=,1538726, actvstrat=,mBuy=,-0.154, mSel=,+0.137, b=,0.349, m=,0.017, ca=,0.0015, cr=,0.0100,  0.986081, 
t=,1579218, actvstrat=,mBuy=,-0.142, mSel=,+0.117, b=,0.373, m=,0.000, ca=,0.0038, cr=,0.0115,  1.016340, 
t=,1619711, actvstrat=,mBuy=,-0.149, mSel=,+0.106, b=,0.391, m=,0.002, ca=,0.0013, cr=,0.0154,  1.028464, 
t=,1660203, actvstrat=,mBuy=,-0.149, mSel=,+0.106, b=,0.391, m=,0.002, ca=,0.0013, cr=,0.0154,  1.034162, 
t=,1700696, actvstrat=,mBuy=,-0.157, mSel=,+0.095, b=,0.373, m=,0.022, ca=,0.0000, cr=,0.0171,  1.006351, 
t=,1741188, actvstrat=,mBuy=,-0.114, mSel=,+0.140, b=,0.340, m=,0.000, ca=,0.0005, cr=,0.0218,  1.002636, 
t=,1781680, actvstrat=,mBuy=,-0.042, mSel=,+0.099, b=,0.364, m=,0.001, ca=,0.0000, cr=,0.0231,  1.009658, 
t=,1822173, actvstrat=,mBuy=,-0.031, mSel=,+0.086, b=,0.333, m=,0.011, ca=,0.0020, cr=,0.0251,  0.951952, 
t=,1862666, actvstrat=,mBuy=,-0.007, mSel=,+0.086, b=,0.385, m=,0.035, ca=,0.0010, cr=,0.0241,  0.995337, 
t=,1903159, actvstrat=,mBuy=,-0.007, mSel=,+0.086, b=,0.385, m=,0.035, ca=,0.0010, cr=,0.0241,  1.029780, 
t=,1943651, actvstrat=,mBuy=,+0.000, mSel=,+0.087, b=,0.431, m=,0.043, ca=,0.0000, cr=,0.0236,  1.000272, 
t=,1984144, actvstrat=,mBuy=,-0.013, mSel=,+0.087, b=,0.466, m=,0.025, ca=,0.0003, cr=,0.0244,  1.045124, 
