t=,31469, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.092, ca=,0.0421, cr=,0.0425,  1.447624, 
t=,62938, actvstrat=,mBuy=,-0.054, mSel=,+0.045, b=,0.001, m=,0.101, ca=,0.0391, cr=,0.0396,  1.836935, 
t=,94407, actvstrat=,mBuy=,-0.041, mSel=,+0.069, b=,0.004, m=,0.104, ca=,0.0380, cr=,0.0388,  1.741089, 
t=,125878, actvstrat=,mBuy=,-0.041, mSel=,+0.069, b=,0.004, m=,0.104, ca=,0.0380, cr=,0.0388,  1.757906, 
t=,157347, actvstrat=,mBuy=,-0.041, mSel=,+0.069, b=,0.004, m=,0.104, ca=,0.0380, cr=,0.0388,  1.752528, 
t=,188815, actvstrat=,mBuy=,-0.067, mSel=,+0.102, b=,0.002, m=,0.088, ca=,0.0418, cr=,0.0370,  2.493214, 
t=,220284, actvstrat=,mBuy=,-0.067, mSel=,+0.102, b=,0.002, m=,0.088, ca=,0.0418, cr=,0.0370,  2.619046, 
t=,251753, actvstrat=,mBuy=,-0.067, mSel=,+0.102, b=,0.002, m=,0.088, ca=,0.0418, cr=,0.0370,  2.589490, 
t=,283221, actvstrat=,mBuy=,-0.097, mSel=,+0.096, b=,0.000, m=,0.165, ca=,0.0444, cr=,0.0379,  2.696748, 
t=,314690, actvstrat=,mBuy=,-0.110, mSel=,+0.103, b=,0.001, m=,0.134, ca=,0.0457, cr=,0.0352,  1.874775, 
t=,346159, actvstrat=,mBuy=,-0.110, mSel=,+0.103, b=,0.001, m=,0.134, ca=,0.0457, cr=,0.0352,  1.900394, 
t=,377627, actvstrat=,mBuy=,-0.110, mSel=,+0.103, b=,0.001, m=,0.134, ca=,0.0457, cr=,0.0352,  1.848657, 
t=,409096, actvstrat=,mBuy=,-0.110, mSel=,+0.103, b=,0.001, m=,0.134, ca=,0.0457, cr=,0.0352,  1.852519, 
t=,440565, actvstrat=,mBuy=,-0.141, mSel=,+0.093, b=,0.000, m=,0.098, ca=,0.0468, cr=,0.0329,  1.990342, 
