t=,40633, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.038, ca=,0.0355, cr=,0.0224,  0.538575, 
t=,81266, actvstrat=,mBuy=,-0.048, mSel=,+0.003, b=,0.023, m=,0.039, ca=,0.0366, cr=,0.0218,  0.576538, 
t=,121899, actvstrat=,mBuy=,-0.073, mSel=,+0.000, b=,0.025, m=,0.046, ca=,0.0357, cr=,0.0187,  0.600968, 
t=,162532, actvstrat=,mBuy=,-0.074, mSel=,+0.036, b=,0.033, m=,0.058, ca=,0.0341, cr=,0.0204,  0.671078, 
t=,203165, actvstrat=,mBuy=,-0.040, mSel=,+0.081, b=,0.044, m=,0.089, ca=,0.0343, cr=,0.0217,  0.631691, 
t=,243797, actvstrat=,mBuy=,-0.036, mSel=,+0.100, b=,0.000, m=,0.157, ca=,0.0290, cr=,0.0209,  0.756954, 
t=,284430, actvstrat=,mBuy=,-0.036, mSel=,+0.100, b=,0.000, m=,0.157, ca=,0.0290, cr=,0.0209,  0.931813, 
t=,325063, actvstrat=,mBuy=,-0.046, mSel=,+0.108, b=,0.058, m=,0.127, ca=,0.0294, cr=,0.0245,  0.635504, 
t=,365695, actvstrat=,mBuy=,-0.046, mSel=,+0.108, b=,0.058, m=,0.127, ca=,0.0294, cr=,0.0245,  0.704796, 
t=,406328, actvstrat=,mBuy=,-0.053, mSel=,+0.091, b=,0.097, m=,0.125, ca=,0.0256, cr=,0.0218,  0.709243, 
t=,446961, actvstrat=,mBuy=,-0.053, mSel=,+0.091, b=,0.097, m=,0.125, ca=,0.0256, cr=,0.0218,  0.736141, 
t=,487594, actvstrat=,mBuy=,-0.053, mSel=,+0.091, b=,0.097, m=,0.125, ca=,0.0256, cr=,0.0218,  0.747318, 
t=,528227, actvstrat=,mBuy=,-0.109, mSel=,+0.080, b=,0.146, m=,0.113, ca=,0.0239, cr=,0.0205,  0.775777, 
t=,568860, actvstrat=,mBuy=,-0.111, mSel=,+0.113, b=,0.152, m=,0.118, ca=,0.0219, cr=,0.0147,  0.848840, 
t=,609492, actvstrat=,mBuy=,-0.106, mSel=,+0.102, b=,0.173, m=,0.105, ca=,0.0238, cr=,0.0131,  0.851569, 
t=,650124, actvstrat=,mBuy=,-0.080, mSel=,+0.105, b=,0.188, m=,0.128, ca=,0.0239, cr=,0.0137,  0.858304, 
t=,690756, actvstrat=,mBuy=,-0.102, mSel=,+0.119, b=,0.204, m=,0.092, ca=,0.0195, cr=,0.0117,  0.845742, 
t=,731389, actvstrat=,mBuy=,-0.081, mSel=,+0.126, b=,0.211, m=,0.068, ca=,0.0188, cr=,0.0139,  0.959150, 
t=,772023, actvstrat=,mBuy=,-0.071, mSel=,+0.085, b=,0.227, m=,0.086, ca=,0.0213, cr=,0.0149,  0.966322, 
t=,812657, actvstrat=,mBuy=,-0.071, mSel=,+0.085, b=,0.227, m=,0.086, ca=,0.0213, cr=,0.0149,  0.937389, 
t=,853290, actvstrat=,mBuy=,-0.071, mSel=,+0.085, b=,0.227, m=,0.086, ca=,0.0213, cr=,0.0149,  0.984996, 
t=,893922, actvstrat=,mBuy=,-0.085, mSel=,+0.118, b=,0.275, m=,0.094, ca=,0.0203, cr=,0.0145,  0.985408, 
t=,934555, actvstrat=,mBuy=,-0.071, mSel=,+0.103, b=,0.283, m=,0.068, ca=,0.0227, cr=,0.0129,  0.986020, 
t=,975187, actvstrat=,mBuy=,-0.071, mSel=,+0.103, b=,0.283, m=,0.068, ca=,0.0227, cr=,0.0129,  0.986402, 
t=,1015819, actvstrat=,mBuy=,-0.071, mSel=,+0.103, b=,0.283, m=,0.068, ca=,0.0227, cr=,0.0129,  1.056509, 
t=,1056452, actvstrat=,mBuy=,-0.048, mSel=,+0.131, b=,0.345, m=,0.038, ca=,0.0211, cr=,0.0111,  1.072175, 
t=,1097085, actvstrat=,mBuy=,-0.053, mSel=,+0.115, b=,0.346, m=,0.035, ca=,0.0203, cr=,0.0064,  1.032116, 
t=,1137718, actvstrat=,mBuy=,-0.053, mSel=,+0.115, b=,0.346, m=,0.035, ca=,0.0203, cr=,0.0064,  1.114165, 
t=,1178350, actvstrat=,mBuy=,-0.026, mSel=,+0.083, b=,0.302, m=,0.011, ca=,0.0169, cr=,0.0092,  1.050289, 
t=,1218983, actvstrat=,mBuy=,-0.032, mSel=,+0.094, b=,0.315, m=,0.000, ca=,0.0190, cr=,0.0087,  1.129999, 
t=,1259615, actvstrat=,mBuy=,-0.032, mSel=,+0.094, b=,0.315, m=,0.000, ca=,0.0190, cr=,0.0087,  1.043840, 
t=,1300248, actvstrat=,mBuy=,-0.024, mSel=,+0.094, b=,0.344, m=,0.004, ca=,0.0207, cr=,0.0104,  1.113530, 
t=,1340881, actvstrat=,mBuy=,+0.000, mSel=,+0.055, b=,0.331, m=,0.003, ca=,0.0218, cr=,0.0103,  1.079281, 
t=,1381513, actvstrat=,mBuy=,-0.003, mSel=,+0.041, b=,0.356, m=,0.019, ca=,0.0157, cr=,0.0066,  1.083011, 
t=,1422146, actvstrat=,mBuy=,-0.003, mSel=,+0.041, b=,0.356, m=,0.019, ca=,0.0157, cr=,0.0066,  1.164470, 
t=,1462778, actvstrat=,mBuy=,-0.003, mSel=,+0.041, b=,0.356, m=,0.019, ca=,0.0157, cr=,0.0066,  1.071560, 
t=,1503410, actvstrat=,mBuy=,-0.073, mSel=,+0.032, b=,0.335, m=,0.000, ca=,0.0144, cr=,0.0084,  1.123753, 
t=,1544043, actvstrat=,mBuy=,-0.087, mSel=,+0.038, b=,0.365, m=,0.027, ca=,0.0123, cr=,0.0085,  1.066676, 
t=,1584676, actvstrat=,mBuy=,-0.092, mSel=,+0.000, b=,0.383, m=,0.019, ca=,0.0101, cr=,0.0103,  1.076383, 
t=,1625309, actvstrat=,mBuy=,-0.092, mSel=,+0.000, b=,0.383, m=,0.019, ca=,0.0101, cr=,0.0103,  1.108626, 
t=,1665941, actvstrat=,mBuy=,-0.088, mSel=,+0.018, b=,0.391, m=,0.030, ca=,0.0072, cr=,0.0163,  1.133949, 
t=,1706574, actvstrat=,mBuy=,-0.088, mSel=,+0.018, b=,0.391, m=,0.030, ca=,0.0072, cr=,0.0163,  1.084345, 
t=,1747206, actvstrat=,mBuy=,-0.088, mSel=,+0.018, b=,0.391, m=,0.030, ca=,0.0072, cr=,0.0163,  1.064277, 
t=,1787838, actvstrat=,mBuy=,-0.088, mSel=,+0.018, b=,0.391, m=,0.030, ca=,0.0072, cr=,0.0163,  1.105904, 
t=,1828473, actvstrat=,mBuy=,-0.090, mSel=,+0.022, b=,0.394, m=,0.019, ca=,0.0077, cr=,0.0164,  1.117836, 
t=,1869105, actvstrat=,mBuy=,-0.098, mSel=,+0.078, b=,0.407, m=,0.011, ca=,0.0112, cr=,0.0150,  1.149635, 
t=,1909738, actvstrat=,mBuy=,-0.045, mSel=,+0.083, b=,0.376, m=,0.000, ca=,0.0097, cr=,0.0152,  1.116709, 
t=,1950371, actvstrat=,mBuy=,-0.045, mSel=,+0.083, b=,0.376, m=,0.000, ca=,0.0097, cr=,0.0152,  1.128531, 
t=,1991003, actvstrat=,mBuy=,-0.045, mSel=,+0.083, b=,0.376, m=,0.000, ca=,0.0097, cr=,0.0152,  1.097141, 
t=,2031636, actvstrat=,mBuy=,-0.052, mSel=,+0.107, b=,0.373, m=,0.007, ca=,0.0074, cr=,0.0165,  1.149677, 
t=,2072268, actvstrat=,mBuy=,-0.069, mSel=,+0.149, b=,0.398, m=,0.000, ca=,0.0071, cr=,0.0197,  1.110673, 
t=,2112901, actvstrat=,mBuy=,-0.043, mSel=,+0.149, b=,0.418, m=,0.016, ca=,0.0053, cr=,0.0175,  1.133458, 
t=,2153534, actvstrat=,mBuy=,-0.043, mSel=,+0.149, b=,0.418, m=,0.016, ca=,0.0053, cr=,0.0175,  1.089313, 
t=,2194167, actvstrat=,mBuy=,-0.043, mSel=,+0.149, b=,0.418, m=,0.016, ca=,0.0053, cr=,0.0175,  1.139589, 
t=,2234800, actvstrat=,mBuy=,-0.056, mSel=,+0.092, b=,0.452, m=,0.017, ca=,0.0079, cr=,0.0159,  1.124033, 
t=,2275432, actvstrat=,mBuy=,-0.069, mSel=,+0.095, b=,0.421, m=,0.000, ca=,0.0077, cr=,0.0191,  1.122912, 
t=,2316065, actvstrat=,mBuy=,-0.077, mSel=,+0.113, b=,0.446, m=,0.028, ca=,0.0090, cr=,0.0202,  1.156407, 
t=,2356699, actvstrat=,mBuy=,-0.077, mSel=,+0.113, b=,0.446, m=,0.028, ca=,0.0090, cr=,0.0202,  1.129514, 
t=,2397331, actvstrat=,mBuy=,-0.088, mSel=,+0.120, b=,0.482, m=,0.027, ca=,0.0104, cr=,0.0182,  1.126672, 
t=,2437965, actvstrat=,mBuy=,-0.075, mSel=,+0.127, b=,0.461, m=,0.000, ca=,0.0094, cr=,0.0151,  1.146267, 
t=,2478598, actvstrat=,mBuy=,-0.075, mSel=,+0.127, b=,0.461, m=,0.000, ca=,0.0094, cr=,0.0151,  1.171366, 
t=,2519230, actvstrat=,mBuy=,-0.105, mSel=,+0.082, b=,0.480, m=,0.022, ca=,0.0111, cr=,0.0122,  1.149618, 
t=,2559862, actvstrat=,mBuy=,-0.098, mSel=,+0.087, b=,0.527, m=,0.000, ca=,0.0101, cr=,0.0115,  1.157402, 
