t=,38909, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.038, ca=,0.0423, cr=,0.0390,  1.610662, 
t=,77818, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.038, ca=,0.0423, cr=,0.0390,  1.606579, 
t=,116726, actvstrat=,mBuy=,-0.047, mSel=,+0.058, b=,0.006, m=,0.024, ca=,0.0439, cr=,0.0414,  1.691932, 
t=,155635, actvstrat=,mBuy=,-0.047, mSel=,+0.058, b=,0.006, m=,0.024, ca=,0.0439, cr=,0.0414,  1.767404, 
t=,194543, actvstrat=,mBuy=,-0.063, mSel=,+0.025, b=,0.000, m=,0.057, ca=,0.0391, cr=,0.0444,  2.077738, 
t=,233453, actvstrat=,mBuy=,-0.061, mSel=,+0.000, b=,0.003, m=,0.115, ca=,0.0402, cr=,0.0461,  2.387054, 
t=,272361, actvstrat=,mBuy=,-0.134, mSel=,+0.009, b=,0.003, m=,0.137, ca=,0.0447, cr=,0.0389,  2.387024, 
t=,311270, actvstrat=,mBuy=,-0.134, mSel=,+0.009, b=,0.003, m=,0.137, ca=,0.0447, cr=,0.0389,  2.335068, 
t=,350179, actvstrat=,mBuy=,-0.134, mSel=,+0.000, b=,0.003, m=,0.160, ca=,0.0439, cr=,0.0379,  2.422257, 
t=,389088, actvstrat=,mBuy=,-0.134, mSel=,+0.000, b=,0.003, m=,0.160, ca=,0.0439, cr=,0.0379,  2.373548, 
t=,427997, actvstrat=,mBuy=,-0.134, mSel=,+0.000, b=,0.003, m=,0.160, ca=,0.0439, cr=,0.0379,  2.474414, 
t=,466907, actvstrat=,mBuy=,-0.134, mSel=,+0.000, b=,0.003, m=,0.160, ca=,0.0439, cr=,0.0379,  2.387585, 
t=,505815, actvstrat=,mBuy=,-0.153, mSel=,+0.035, b=,0.000, m=,0.152, ca=,0.0421, cr=,0.0369,  2.470202, 
t=,544724, actvstrat=,mBuy=,-0.154, mSel=,+0.033, b=,0.004, m=,0.195, ca=,0.0401, cr=,0.0358,  2.154003, 
t=,583633, actvstrat=,mBuy=,-0.106, mSel=,+0.000, b=,0.000, m=,0.151, ca=,0.0410, cr=,0.0363,  2.275232, 
t=,622541, actvstrat=,mBuy=,-0.106, mSel=,+0.000, b=,0.000, m=,0.151, ca=,0.0410, cr=,0.0363,  1.779232, 
t=,661450, actvstrat=,mBuy=,-0.115, mSel=,+0.006, b=,0.020, m=,0.112, ca=,0.0424, cr=,0.0361,  1.746216, 
t=,700358, actvstrat=,mBuy=,-0.136, mSel=,+0.000, b=,0.000, m=,0.120, ca=,0.0399, cr=,0.0329,  1.788241, 
t=,739267, actvstrat=,mBuy=,-0.121, mSel=,+0.009, b=,0.004, m=,0.083, ca=,0.0382, cr=,0.0344,  2.087460, 
