t=,42856, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.028, ca=,0.0236, cr=,0.0125,  0.452981, 
t=,85713, actvstrat=,mBuy=,-0.002, mSel=,+0.021, b=,0.002, m=,0.008, ca=,0.0181, cr=,0.0131,  1.349074, 
t=,128569, actvstrat=,mBuy=,+0.000, mSel=,+0.086, b=,0.065, m=,0.000, ca=,0.0183, cr=,0.0112,  0.637422, 
t=,171426, actvstrat=,mBuy=,-0.005, mSel=,+0.073, b=,0.091, m=,0.047, ca=,0.0174, cr=,0.0126,  0.700933, 
t=,214283, actvstrat=,mBuy=,+0.000, mSel=,+0.077, b=,0.113, m=,0.022, ca=,0.0218, cr=,0.0182,  0.688505, 
t=,257140, actvstrat=,mBuy=,-0.015, mSel=,+0.111, b=,0.114, m=,0.005, ca=,0.0229, cr=,0.0181,  0.714129, 
t=,299999, actvstrat=,mBuy=,-0.024, mSel=,+0.094, b=,0.141, m=,0.009, ca=,0.0271, cr=,0.0175,  0.754156, 
t=,342855, actvstrat=,mBuy=,-0.022, mSel=,+0.127, b=,0.161, m=,0.019, ca=,0.0257, cr=,0.0230,  0.813888, 
t=,385712, actvstrat=,mBuy=,-0.052, mSel=,+0.122, b=,0.139, m=,0.007, ca=,0.0224, cr=,0.0162,  0.751027, 
t=,428569, actvstrat=,mBuy=,-0.042, mSel=,+0.150, b=,0.209, m=,0.000, ca=,0.0171, cr=,0.0123,  0.817717, 
t=,471425, actvstrat=,mBuy=,-0.016, mSel=,+0.143, b=,0.238, m=,0.007, ca=,0.0121, cr=,0.0107,  0.901549, 
t=,514283, actvstrat=,mBuy=,-0.029, mSel=,+0.131, b=,0.263, m=,0.005, ca=,0.0152, cr=,0.0116,  0.879491, 
t=,557139, actvstrat=,mBuy=,-0.039, mSel=,+0.147, b=,0.293, m=,0.002, ca=,0.0177, cr=,0.0094,  0.942775, 
t=,599996, actvstrat=,mBuy=,-0.006, mSel=,+0.133, b=,0.301, m=,0.010, ca=,0.0184, cr=,0.0089,  0.934443, 
t=,642852, actvstrat=,mBuy=,-0.022, mSel=,+0.120, b=,0.309, m=,0.000, ca=,0.0210, cr=,0.0089,  0.921261, 
t=,685710, actvstrat=,mBuy=,-0.064, mSel=,+0.086, b=,0.287, m=,0.011, ca=,0.0244, cr=,0.0039,  0.934889, 
t=,728567, actvstrat=,mBuy=,-0.079, mSel=,+0.108, b=,0.311, m=,0.000, ca=,0.0293, cr=,0.0046,  0.973077, 
t=,771423, actvstrat=,mBuy=,-0.046, mSel=,+0.114, b=,0.335, m=,0.004, ca=,0.0329, cr=,0.0057,  1.033059, 
t=,814279, actvstrat=,mBuy=,-0.015, mSel=,+0.126, b=,0.334, m=,0.000, ca=,0.0351, cr=,0.0055,  1.046200, 
t=,857136, actvstrat=,mBuy=,+0.000, mSel=,+0.142, b=,0.360, m=,0.004, ca=,0.0336, cr=,0.0009,  0.986840, 
t=,899992, actvstrat=,mBuy=,-0.017, mSel=,+0.196, b=,0.420, m=,0.000, ca=,0.0370, cr=,0.0012,  1.012834, 
t=,942849, actvstrat=,mBuy=,-0.036, mSel=,+0.194, b=,0.452, m=,0.035, ca=,0.0352, cr=,0.0045,  0.969998, 
t=,985706, actvstrat=,mBuy=,-0.016, mSel=,+0.205, b=,0.463, m=,0.039, ca=,0.0363, cr=,0.0013,  1.040124, 
t=,1028563, actvstrat=,mBuy=,-0.007, mSel=,+0.168, b=,0.507, m=,0.034, ca=,0.0352, cr=,0.0017,  0.982171, 
t=,1071420, actvstrat=,mBuy=,-0.031, mSel=,+0.230, b=,0.522, m=,0.024, ca=,0.0378, cr=,0.0000,  1.027164, 
t=,1114276, actvstrat=,mBuy=,-0.062, mSel=,+0.207, b=,0.520, m=,0.029, ca=,0.0392, cr=,0.0011,  1.037241, 
t=,1157133, actvstrat=,mBuy=,-0.092, mSel=,+0.200, b=,0.553, m=,0.000, ca=,0.0420, cr=,0.0000,  1.119472, 
