t=,31088, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.006, ca=,0.0341, cr=,0.0180,  1.489037, 
t=,62177, actvstrat=,mBuy=,-0.068, mSel=,+0.084, b=,0.038, m=,0.000, ca=,0.0370, cr=,0.0199,  1.427900, 
t=,93265, actvstrat=,mBuy=,-0.049, mSel=,+0.088, b=,0.014, m=,0.015, ca=,0.0372, cr=,0.0236,  1.490729, 
t=,124355, actvstrat=,mBuy=,-0.031, mSel=,+0.115, b=,0.041, m=,0.057, ca=,0.0411, cr=,0.0243,  1.471145, 
t=,155443, actvstrat=,mBuy=,-0.003, mSel=,+0.093, b=,0.089, m=,0.000, ca=,0.0409, cr=,0.0261,  1.428581, 
t=,186531, actvstrat=,mBuy=,-0.025, mSel=,+0.078, b=,0.144, m=,0.004, ca=,0.0375, cr=,0.0269,  1.492050, 
t=,217620, actvstrat=,mBuy=,-0.027, mSel=,+0.090, b=,0.193, m=,0.009, ca=,0.0395, cr=,0.0266,  1.593701, 
t=,248714, actvstrat=,mBuy=,-0.025, mSel=,+0.068, b=,0.212, m=,0.030, ca=,0.0370, cr=,0.0238,  1.653354, 
t=,279808, actvstrat=,mBuy=,+0.000, mSel=,+0.056, b=,0.212, m=,0.026, ca=,0.0338, cr=,0.0262,  1.575013, 
t=,310901, actvstrat=,mBuy=,-0.023, mSel=,+0.076, b=,0.244, m=,0.037, ca=,0.0336, cr=,0.0177,  1.661594, 
t=,341991, actvstrat=,mBuy=,+0.000, mSel=,+0.074, b=,0.278, m=,0.038, ca=,0.0290, cr=,0.0189,  1.601437, 
t=,373079, actvstrat=,mBuy=,-0.036, mSel=,+0.041, b=,0.313, m=,0.050, ca=,0.0315, cr=,0.0163,  1.656154, 
t=,404168, actvstrat=,mBuy=,-0.085, mSel=,+0.010, b=,0.354, m=,0.091, ca=,0.0323, cr=,0.0129,  1.658585, 
t=,435257, actvstrat=,mBuy=,-0.066, mSel=,+0.042, b=,0.349, m=,0.064, ca=,0.0347, cr=,0.0127,  1.684059, 
t=,466346, actvstrat=,mBuy=,-0.092, mSel=,+0.022, b=,0.361, m=,0.072, ca=,0.0367, cr=,0.0145,  1.663275, 
t=,497435, actvstrat=,mBuy=,-0.113, mSel=,+0.000, b=,0.350, m=,0.042, ca=,0.0378, cr=,0.0152,  1.644615, 
t=,528523, actvstrat=,mBuy=,-0.115, mSel=,+0.000, b=,0.335, m=,0.000, ca=,0.0393, cr=,0.0130,  1.771250, 
t=,559612, actvstrat=,mBuy=,-0.073, mSel=,+0.008, b=,0.347, m=,0.016, ca=,0.0409, cr=,0.0129,  1.708692, 
t=,590701, actvstrat=,mBuy=,-0.069, mSel=,+0.008, b=,0.348, m=,0.000, ca=,0.0377, cr=,0.0130,  1.655708, 
t=,621789, actvstrat=,mBuy=,-0.121, mSel=,+0.005, b=,0.339, m=,0.009, ca=,0.0347, cr=,0.0085,  1.767172, 
t=,652878, actvstrat=,mBuy=,-0.188, mSel=,+0.000, b=,0.360, m=,0.000, ca=,0.0388, cr=,0.0081,  1.736896, 
t=,683967, actvstrat=,mBuy=,-0.204, mSel=,+0.001, b=,0.323, m=,0.009, ca=,0.0394, cr=,0.0079,  1.717312, 
t=,715055, actvstrat=,mBuy=,-0.230, mSel=,+0.000, b=,0.356, m=,0.058, ca=,0.0385, cr=,0.0089,  1.717243, 
t=,746144, actvstrat=,mBuy=,-0.254, mSel=,+0.015, b=,0.343, m=,0.029, ca=,0.0396, cr=,0.0116,  1.688124, 
t=,777232, actvstrat=,mBuy=,-0.277, mSel=,+0.066, b=,0.370, m=,0.025, ca=,0.0354, cr=,0.0135,  1.678225, 
t=,808321, actvstrat=,mBuy=,-0.289, mSel=,+0.050, b=,0.375, m=,0.000, ca=,0.0336, cr=,0.0103,  1.729272, 
