t=,34528, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.008, ca=,0.0201, cr=,0.0428,  1.616663, 
t=,69057, actvstrat=,mBuy=,-0.097, mSel=,+0.057, b=,0.001, m=,0.015, ca=,0.0175, cr=,0.0415,  2.056579, 
t=,103586, actvstrat=,mBuy=,-0.095, mSel=,+0.007, b=,0.000, m=,0.012, ca=,0.0183, cr=,0.0410,  1.806286, 
t=,138114, actvstrat=,mBuy=,-0.051, mSel=,+0.003, b=,0.006, m=,0.006, ca=,0.0226, cr=,0.0370,  1.711218, 
t=,172644, actvstrat=,mBuy=,-0.026, mSel=,+0.000, b=,0.003, m=,0.020, ca=,0.0188, cr=,0.0319,  2.360585, 
t=,207172, actvstrat=,mBuy=,+0.000, mSel=,+0.021, b=,0.000, m=,0.029, ca=,0.0135, cr=,0.0330,  2.330605, 
t=,241701, actvstrat=,mBuy=,-0.027, mSel=,+0.042, b=,0.007, m=,0.051, ca=,0.0140, cr=,0.0330,  1.693310, 
t=,276230, actvstrat=,mBuy=,-0.010, mSel=,+0.026, b=,0.025, m=,0.073, ca=,0.0089, cr=,0.0339,  1.650765, 
t=,310759, actvstrat=,mBuy=,-0.045, mSel=,+0.000, b=,0.012, m=,0.094, ca=,0.0050, cr=,0.0309,  1.632447, 
t=,345287, actvstrat=,mBuy=,-0.063, mSel=,+0.015, b=,0.000, m=,0.128, ca=,0.0020, cr=,0.0286,  1.834624, 
t=,379816, actvstrat=,mBuy=,-0.075, mSel=,+0.043, b=,0.024, m=,0.126, ca=,0.0009, cr=,0.0285,  1.642170, 
t=,414345, actvstrat=,mBuy=,-0.128, mSel=,+0.064, b=,0.000, m=,0.158, ca=,0.0019, cr=,0.0283,  1.882418, 
t=,448874, actvstrat=,mBuy=,-0.140, mSel=,+0.092, b=,0.007, m=,0.162, ca=,0.0000, cr=,0.0288,  1.671861, 
t=,483403, actvstrat=,mBuy=,-0.165, mSel=,+0.094, b=,0.000, m=,0.156, ca=,0.0013, cr=,0.0297,  1.859864, 
t=,517931, actvstrat=,mBuy=,-0.116, mSel=,+0.099, b=,0.007, m=,0.200, ca=,0.0000, cr=,0.0328,  1.688777, 
t=,552460, actvstrat=,mBuy=,-0.100, mSel=,+0.053, b=,0.021, m=,0.219, ca=,0.0025, cr=,0.0303,  1.669352, 
t=,586988, actvstrat=,mBuy=,-0.084, mSel=,+0.059, b=,0.003, m=,0.266, ca=,0.0046, cr=,0.0289,  2.612026, 
t=,621517, actvstrat=,mBuy=,-0.101, mSel=,+0.024, b=,0.002, m=,0.242, ca=,0.0028, cr=,0.0285,  2.964509, 
t=,656045, actvstrat=,mBuy=,-0.118, mSel=,+0.039, b=,0.000, m=,0.214, ca=,0.0000, cr=,0.0266,  2.901033, 
t=,690574, actvstrat=,mBuy=,-0.121, mSel=,+0.022, b=,0.002, m=,0.188, ca=,0.0020, cr=,0.0255,  2.614665, 
t=,725103, actvstrat=,mBuy=,-0.149, mSel=,+0.042, b=,0.000, m=,0.163, ca=,0.0035, cr=,0.0247,  1.884439, 
t=,759631, actvstrat=,mBuy=,-0.150, mSel=,+0.056, b=,0.007, m=,0.111, ca=,0.0062, cr=,0.0261,  1.696533, 
t=,794160, actvstrat=,mBuy=,-0.142, mSel=,+0.087, b=,0.000, m=,0.141, ca=,0.0115, cr=,0.0256,  2.337198, 
t=,828689, actvstrat=,mBuy=,-0.123, mSel=,+0.050, b=,0.005, m=,0.135, ca=,0.0116, cr=,0.0215,  1.830252, 
t=,863218, actvstrat=,mBuy=,-0.133, mSel=,+0.056, b=,0.003, m=,0.098, ca=,0.0119, cr=,0.0145,  2.486878, 
t=,897746, actvstrat=,mBuy=,-0.195, mSel=,+0.028, b=,0.000, m=,0.083, ca=,0.0073, cr=,0.0170,  1.843691, 
t=,932275, actvstrat=,mBuy=,-0.184, mSel=,+0.065, b=,0.019, m=,0.013, ca=,0.0049, cr=,0.0169,  1.645059, 
t=,966803, actvstrat=,mBuy=,-0.174, mSel=,+0.031, b=,0.027, m=,0.034, ca=,0.0053, cr=,0.0165,  1.665508, 
t=,1001332, actvstrat=,mBuy=,-0.184, mSel=,+0.024, b=,0.006, m=,0.044, ca=,0.0020, cr=,0.0175,  1.712443, 
t=,1035860, actvstrat=,mBuy=,-0.155, mSel=,+0.037, b=,0.003, m=,0.048, ca=,0.0027, cr=,0.0179,  2.194416, 
t=,1070389, actvstrat=,mBuy=,-0.187, mSel=,+0.036, b=,0.000, m=,0.046, ca=,0.0000, cr=,0.0202,  1.884169, 
t=,1104917, actvstrat=,mBuy=,-0.177, mSel=,+0.000, b=,0.000, m=,0.058, ca=,0.0008, cr=,0.0231,  2.045042, 
t=,1139445, actvstrat=,mBuy=,-0.208, mSel=,+0.023, b=,0.035, m=,0.028, ca=,0.0010, cr=,0.0196,  1.642402, 
t=,1173974, actvstrat=,mBuy=,-0.202, mSel=,+0.015, b=,0.000, m=,0.006, ca=,0.0000, cr=,0.0198,  2.147560, 
t=,1208504, actvstrat=,mBuy=,-0.191, mSel=,+0.041, b=,0.002, m=,0.070, ca=,0.0007, cr=,0.0165,  2.950938, 
t=,1243032, actvstrat=,mBuy=,-0.180, mSel=,+0.038, b=,0.002, m=,0.106, ca=,0.0003, cr=,0.0128,  2.558435, 
t=,1277562, actvstrat=,mBuy=,-0.176, mSel=,+0.090, b=,0.000, m=,0.095, ca=,0.0000, cr=,0.0120,  2.531004, 
t=,1312091, actvstrat=,mBuy=,-0.208, mSel=,+0.081, b=,0.000, m=,0.123, ca=,0.0033, cr=,0.0116,  2.208687, 
t=,1346619, actvstrat=,mBuy=,-0.193, mSel=,+0.099, b=,0.018, m=,0.152, ca=,0.0025, cr=,0.0119,  1.657973, 
t=,1381148, actvstrat=,mBuy=,-0.191, mSel=,+0.126, b=,0.014, m=,0.184, ca=,0.0061, cr=,0.0069,  1.659616, 
t=,1415676, actvstrat=,mBuy=,-0.188, mSel=,+0.157, b=,0.024, m=,0.171, ca=,0.0064, cr=,0.0044,  1.688481, 
t=,1450205, actvstrat=,mBuy=,-0.217, mSel=,+0.139, b=,0.043, m=,0.196, ca=,0.0043, cr=,0.0032,  1.618973, 
t=,1484733, actvstrat=,mBuy=,-0.215, mSel=,+0.154, b=,0.019, m=,0.201, ca=,0.0070, cr=,0.0056,  1.687877, 
t=,1519262, actvstrat=,mBuy=,-0.193, mSel=,+0.109, b=,0.024, m=,0.210, ca=,0.0045, cr=,0.0048,  1.678035, 
t=,1553791, actvstrat=,mBuy=,-0.228, mSel=,+0.086, b=,0.061, m=,0.167, ca=,0.0051, cr=,0.0054,  1.602042, 
t=,1588320, actvstrat=,mBuy=,-0.229, mSel=,+0.065, b=,0.058, m=,0.180, ca=,0.0058, cr=,0.0017,  1.640892, 
t=,1622849, actvstrat=,mBuy=,-0.216, mSel=,+0.081, b=,0.002, m=,0.164, ca=,0.0052, cr=,0.0000,  2.908478, 
t=,1657377, actvstrat=,mBuy=,-0.184, mSel=,+0.100, b=,0.000, m=,0.161, ca=,0.0018, cr=,0.0025,  2.107736, 
t=,1691905, actvstrat=,mBuy=,-0.217, mSel=,+0.101, b=,0.004, m=,0.123, ca=,0.0026, cr=,0.0020,  1.939565, 
t=,1726434, actvstrat=,mBuy=,-0.247, mSel=,+0.043, b=,0.000, m=,0.116, ca=,0.0025, cr=,0.0073,  2.665593, 
t=,1760963, actvstrat=,mBuy=,-0.230, mSel=,+0.034, b=,0.010, m=,0.075, ca=,0.0003, cr=,0.0082,  1.623507, 
t=,1795492, actvstrat=,mBuy=,-0.217, mSel=,+0.061, b=,0.007, m=,0.058, ca=,0.0019, cr=,0.0076,  1.686292, 
t=,1830020, actvstrat=,mBuy=,-0.101, mSel=,+0.024, b=,0.002, m=,0.242, ca=,0.0028, cr=,0.0285,  2.964509, 
t=,1864549, actvstrat=,mBuy=,-0.101, mSel=,+0.024, b=,0.002, m=,0.242, ca=,0.0028, cr=,0.0285,  2.551241, 
t=,1899077, actvstrat=,mBuy=,-0.101, mSel=,+0.024, b=,0.002, m=,0.242, ca=,0.0028, cr=,0.0285,  2.752854, 
t=,1933605, actvstrat=,mBuy=,-0.090, mSel=,+0.065, b=,0.000, m=,0.279, ca=,0.0014, cr=,0.0300,  1.807489, 
t=,1968133, actvstrat=,mBuy=,-0.090, mSel=,+0.065, b=,0.000, m=,0.279, ca=,0.0014, cr=,0.0300,  2.089897, 
t=,2002662, actvstrat=,mBuy=,-0.131, mSel=,+0.059, b=,0.019, m=,0.307, ca=,0.0031, cr=,0.0354,  1.704179, 
t=,2037190, actvstrat=,mBuy=,-0.131, mSel=,+0.059, b=,0.019, m=,0.307, ca=,0.0031, cr=,0.0354,  1.712477, 
t=,2071720, actvstrat=,mBuy=,-0.141, mSel=,+0.011, b=,0.023, m=,0.307, ca=,0.0029, cr=,0.0330,  1.692079, 
t=,2106248, actvstrat=,mBuy=,-0.173, mSel=,+0.037, b=,0.011, m=,0.332, ca=,0.0010, cr=,0.0323,  1.697983, 
t=,2140777, actvstrat=,mBuy=,-0.173, mSel=,+0.057, b=,0.000, m=,0.341, ca=,0.0021, cr=,0.0330,  1.839261, 
