t=,40633, actvstrat=,mBuy=,-0.050, mSel=,+0.050, b=,0.010, m=,0.038, ca=,0.0355, cr=,0.0224,  0.538575, 
t=,81266, actvstrat=,mBuy=,-0.046, mSel=,+0.000, b=,0.000, m=,0.071, ca=,0.0353, cr=,0.0196,  0.705657, 
t=,121899, actvstrat=,mBuy=,-0.064, mSel=,+0.021, b=,0.043, m=,0.090, ca=,0.0351, cr=,0.0194,  0.623223, 
t=,162531, actvstrat=,mBuy=,-0.133, mSel=,+0.058, b=,0.062, m=,0.076, ca=,0.0379, cr=,0.0175,  0.705783, 
t=,203164, actvstrat=,mBuy=,-0.104, mSel=,+0.057, b=,0.111, m=,0.077, ca=,0.0385, cr=,0.0190,  0.801832, 
t=,243796, actvstrat=,mBuy=,-0.075, mSel=,+0.028, b=,0.138, m=,0.033, ca=,0.0368, cr=,0.0194,  0.835582, 
t=,284429, actvstrat=,mBuy=,-0.123, mSel=,+0.068, b=,0.142, m=,0.052, ca=,0.0356, cr=,0.0172,  0.841985, 
t=,325061, actvstrat=,mBuy=,-0.085, mSel=,+0.064, b=,0.189, m=,0.051, ca=,0.0323, cr=,0.0187,  0.884640, 
t=,365694, actvstrat=,mBuy=,-0.137, mSel=,+0.103, b=,0.217, m=,0.049, ca=,0.0318, cr=,0.0228,  0.914115, 
t=,406326, actvstrat=,mBuy=,-0.173, mSel=,+0.127, b=,0.268, m=,0.025, ca=,0.0355, cr=,0.0231,  1.015270, 
t=,446959, actvstrat=,mBuy=,-0.177, mSel=,+0.154, b=,0.305, m=,0.032, ca=,0.0381, cr=,0.0213,  0.993671, 
t=,487591, actvstrat=,mBuy=,-0.154, mSel=,+0.144, b=,0.348, m=,0.000, ca=,0.0378, cr=,0.0187,  1.052600, 
t=,528223, actvstrat=,mBuy=,-0.196, mSel=,+0.155, b=,0.335, m=,0.006, ca=,0.0359, cr=,0.0212,  1.120508, 
t=,568856, actvstrat=,mBuy=,-0.257, mSel=,+0.160, b=,0.388, m=,0.035, ca=,0.0385, cr=,0.0212,  1.072445, 
t=,609489, actvstrat=,mBuy=,-0.246, mSel=,+0.164, b=,0.372, m=,0.073, ca=,0.0372, cr=,0.0221,  1.048583, 
t=,650121, actvstrat=,mBuy=,-0.222, mSel=,+0.130, b=,0.370, m=,0.019, ca=,0.0335, cr=,0.0225,  1.085770, 
t=,690753, actvstrat=,mBuy=,-0.228, mSel=,+0.168, b=,0.360, m=,0.018, ca=,0.0364, cr=,0.0240,  1.115208, 
t=,731386, actvstrat=,mBuy=,-0.169, mSel=,+0.191, b=,0.377, m=,0.023, ca=,0.0360, cr=,0.0252,  1.097987, 
t=,772019, actvstrat=,mBuy=,-0.214, mSel=,+0.246, b=,0.405, m=,0.000, ca=,0.0331, cr=,0.0279,  1.152204, 
t=,812652, actvstrat=,mBuy=,-0.239, mSel=,+0.192, b=,0.441, m=,0.007, ca=,0.0360, cr=,0.0318,  1.144128, 
t=,853285, actvstrat=,mBuy=,-0.234, mSel=,+0.206, b=,0.470, m=,0.000, ca=,0.0423, cr=,0.0290,  1.172351, 
t=,893917, actvstrat=,mBuy=,-0.290, mSel=,+0.256, b=,0.501, m=,0.015, ca=,0.0449, cr=,0.0276,  1.192826, 
t=,934549, actvstrat=,mBuy=,-0.265, mSel=,+0.239, b=,0.527, m=,0.004, ca=,0.0456, cr=,0.0287,  1.177074, 
